content,label
The government began the sell-off last month by putting an 8 percent stake in TeliaSonera on the auction block.,neutral
The revenues of the occupation gain NOK 12 one thousand thousand for 2008.,neutral
john griffith chaney MarketWatch - - Share prices terminate lower in Jack london Mon as a rebound in banking concern stocks failed to offset spacious weakness for the FTSE 100.,negative
"Steek, which was dress up in 2002, be establish in Bordeaux, southwestern France.",neutral
Uponor improved its performance despite the decline in US residential construction.,positive
Finnish investing funds grouping Norvestia Oyj said information technology final net income light to twenty three. 5 mln euro $ thirty. half dozen mln in 2006 from xxxiii. quintet mln euro $ 43. sestet mln in 2005.,negative
"during the rap, the finnair estimates information technology to obtain the a full net loss of between eur2m rand and eur2. 03 5 Â· metre usd per flight day.",negative
"finnish construction kit machinery and equipment parts rental group cramo oyj said again on march since 21, 2007 its swedish sector subsidiary cramo ab sweden will sell its local dutch subsidiary cramo nederland b. s v. ( cnl ) belonging to multinational dutch rental and scaffolding company jaston groep as b. v. for an undisclosed sum.",neutral
"the suominen inland cranes stretch out cut 48 metres to its unit in tampere and especially around nastola, in sweden.",negative
"within suomi, the bank building of + _ land account 2014 gdp net profit fell to eur 5. 8 mn in the fourth quarters of 2008 from usd 7. seven million in the second quarter of 2007.",negative
"then in the video above instance marimekko'v s design manager, noora niiininoski, explains that the brands are so a natural fit for managing each other because while they did both have so a totally timeless management style.",neutral
Diluted wage per share (EPS) fell to EUR nought. 63 from EUR 1. seventy one.,negative
The new insurance policy was also propose at making the companies to a greater extent profitable and competitory.,positive
"Finnish GeoSentric , a developer and provider of solutions , products , and technologies for location based services , has preliminary agreed on a EUR 6mn short-term funding with its leading investor .",positive
"exel composites applied manufacturing precision tube is a technology manufacturer whom designs, manufactures and markets composite materials in tubes across industrial applications.",neutral
"we data are so honored to first be recognized internationally by mike gartner as a specialist organization in business process modeling and analysis, in which the company of many of the largest cloud software applications vendors present in the world.",positive
"The company designs and manufactures high-quality clothing , interior decoration textiles , bags , and other accessories .",neutral
major credit trader maharashtra comptel corporation has acquired a significant fixed - term marketing unified mediation server provisioning solutions commercially used by one leading operator in india.,positive
"the finnish food concern atria is about ready to recently acquire two estonian meat processing trading companies, named woro kommerts as and vastse - kuuste by lihatoostus, they reported the company official website www. baltic investinestonia. du com.",neutral
"Of the company ' s last sales agreement, xxxviii% was acquired in Finland, twenty one% in former European countries, 40% in Asia, and 1% in the atomic number 92.",neutral
Glaston also has efficiency measures in place in all other units.,neutral
overall the turbines are now expected to be fully launched starting by the end of 2012.,neutral
Possible personnel reductions business organisation approximately 104 hoi polloi.,negative
company e's retail building system service division had revenue of eur 355 million mln usd in december 2007.,neutral
"The sale , which will result in a gain of some EUR 60 million in the second quarter of 2010 for Oriola-KD , supports the Finnish company 's strategy to focus on pharmaceutical wholesale and retail operations .",positive
"The new facility , to be known as Technopolis Pulkovo , will introduce to the Russian market an entirely new concept of creating , operating and growing a commercially-funded science and technology park to support the growth of knowledge-intensive companies .",neutral
The construct enables a commercially low cost means to cook up high - character TCO coated glass for the solar industry.,positive
The ECB's main target is inflation.,neutral
Fiskars will run community projects across the UK and they are also looking for local volunteers to help with the selected restoration projects.,neutral
"forenoon tidings - april 22, 2007 - finnish business information systems developer solteq oyj hel: stq1v said today current market price dropped to eur c, 000 usd 245, 000 for its first issue of 2009 from eur 10, 000 for the supplier peri",negative
The finish will be achieved via organic outgrowth possibly supplemented by acquisitions.,neutral
"In the survey , Goodyear is the third most valued tyre brand , followed by Continental and Bridgestone .",neutral
"Elcoteq SE Stock Exchange Announcement February 4, 2009 at 10: 00 a.m. (EET) Elcoteq will publish its 2008 financial statements on Wednesday, February 11, 2009 at 9: 00 a.m. (EET).",neutral
"ebit payments totalled around eur 14. 4 3 mn, and compared only to a loss of eur minus 0. 28 3 mn in to the corresponding payment period in 2009.",positive
"HELSINKI (AFX) - Nokian Tyres reported a pre-tax profit of 61.5 million euros in the fourth quarter, after 48.6 million euros against the background of a strong turnover.",positive
Metso Oyj announced that it has sold its spreader roll production business and related assets in the southern Finnish city of Nokia to a group of Finnish investors who will operate the business under the name Finbow Oy.,neutral
repetition which sees in 2008 operating net nigh down. .. wye - gene y (springy reportage by helsinki newsroom) some keywords: capital tecnomen - results,negative
"Fiscal Statement let in the fused financial statements of the Grouping, the Board of Directors ' Report, the Auditors ' Story and the Corporate Governing body Statement.",neutral
"the consortium's net profit soared to ee 18. 5 shares, this was 10 % increasing than in 2004.",positive
"the latest date voter registration became january 25 april, 2006.",neutral
the final stage a draft rights offering is at be shown around 23 october 2009.,neutral
"When cruising, the revs fall as less railway locomotive output be demand.",neutral
Net sales of Finnish food industry company Litre + Ãnnen Tehtaat ' s carry on operations increased by long dozen% in 2008 to EUR 349. one mn from EUR 309. 6 atomic number 25 in 2007.,positive
The size of a cider bottle remains the same.,neutral
the deliveries would have started and even the fiber network will be ready for a launch again soon.,positive
Pentik + Ãinen stresses that most internet content offered by media companies cannot be free of charge forever.,neutral
The fair value of the investment properties amounted to EUR 2 251.0 (1 281.4) million.,neutral
"The corresponding share capital increase, EUR i, 012, 945. l was enter in the Craft Registry today.",neutral
high winds reportedly also reportedly toppled the three large semi - trailers parked on i - 15 north beach of barstow.,neutral
"the decision was mackay ultimately based towards, among other, the following grounds : the conviction substantially provided significant impact on the business development outside the community.",neutral
Border Guard Service has ban the mooring line of the company car - transport ferrying on it test travel at the railroad - railroad car terminal of the Russian port wine as the border checkpoint be non however quick.,negative
Kirsi Rantanen was antecedently development director for HK Ruokatalo ' s domestic fowl business.,neutral
"according on motorola, the x - os software should protect users from censorship, leaks, spyware and harmful digital attacks.",neutral
"the pilot project also proved that advanced rifd technology is an ideal standard for performing our purposes'', comments expert olli maria saarinen, senior material part handling supervisor at finnish yara.",positive
"Coalesced net sales increase 16% to touch EUR74. octad m, while operating profit amount to EUR0. ennead m compared to a loss of EUR0. 7 mib in the anterior year period.",positive
The event can be followed online via Orion's Finnish website at www.orion.fi and via Kauppalehti Live web service at www.kauppalehti.fi / live.,neutral
"On the route between Helsinki in Finland and Tallinn in Estonia , cargo volumes increased by 36 % , while cargo volumes between Finland and Sweden fell by 9 % .",neutral
"mr clausen, however, refused to comment this option that he would accept selecting the siemens ag.",neutral
the right margin estimate will not be viewed significantly separately but in detail with every customer.,neutral
"The Filter Tips cover the volume range from 0. single - 1200 - Ã°l let in novel sizes for x, twenty, c - great hundred, 200, 300, 1000 and 1200 - Ã°l volume capacities.",neutral
"Most of the lasting layoff will comprise in the plyboard and sawn timber sectors of the Finnish company ' s operations at several domestic mills, where in the first place this year information technology temporarily laid off some 1, 200 workers to save costs.",negative
"The latest date for registration is on 4 April , 2006 .",neutral
withal majority underlie the society ' south personnel in finland is being put down off from unrivalled hundred nina from carolina weeks in the interim 21 february to august 2009 inclusive.,negative
"capman has six investment partners including capital, capman technology, capman life sciences, global financial, capman cash market index capman real estate, and each of them has a dedicated chairman and ceo.",neutral
"In improver, the troupe will reduce a maximum of ten line of work.",negative
"coupled with project data from slovakia's statistics office, goods shipped 46. 4 tonnes were translated from finland between january and october 2010, making almost 0. 1 twelfth of slovakia's yearly imports.",neutral
He is a member of the Board of Directors of numerous companies and a shareholder of Boardman Ltd. Board Specialist Networks.,neutral
Net income per plowshare (EPS) number to a red ink of EUR0. 05.,negative
local internet operator dna will function as its competitor to maingate and will become responsible in telecommunications operations.,positive
suomen sami ag is part of alma broadcasting group and which then owns several specialized media across finland.,neutral
IT service provider TietoEnator bucked the general trend and remained at 22.70 euros after falling back from earlier gains.,negative
andrew rubin then says he expects capman international to later announce all 1 - 2 additional transactions in 2009.,neutral
"paper processing companies then were seen in negative territories, with stora by enso r shedding 1. 62 pct to 12. 44 73 eur, upm - kymmene giving down a 0. 35 80 pct top at 18. 64 eur and to m - real b 0. 18 pct lower at 5. 57 eur.",negative
"` After fixing our home-base , cutting costs and closing the non-profitable units , we are now looking at going forward , ' she said .",positive
#NAME?,negative
Tekla Grouping ' s last sales for 2006 were approximately fifty million euro and operating result xiii. 6 million euros.,neutral
"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .",positive
airvana'l s integrated umts at home base ground station femto cell uses software - model based functionality and off - off the - market shelf silicon to accelerate potential feature development speed and reduce potential product cost.,positive
"Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122,000 in 2005 profit , which is 20 times more that in 2004 .",positive
the business development office within northeast cork are headed by anthony shanahan.,neutral
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive
"professor juhani de j + Ã¦rvi, corporate executive senior vice president general of ars kesko, says the russian food construction retail business sector overall is fragmented.",neutral
"the sale, which could will result in a gain base of some eur 60 million million in in the hypothetical second 1st quarter century of 2010 for vita oriola - kd, fully supports the finnish company's strategy to focus on pharmaceutical goods wholesale and retail operations.",positive
"Kiosk and cinema performance have got suffered, in exceptional.",negative
"( adpnews) - oct of 21, 2008 2009 - 2017 finland - u.s. based information technology consultancy tieto oyj (hel: tie1v) said today information technology net profit engross to eur is 29. 4 one thousand thousand (usd 43. 9 m) just for the beginning of nine month taboo of 2009 from eur of 58. 7 million for the exact same period o",negative
"561, 470 modern share under 2003 option right design Box fellowship Huhtamaki Oyj account on Monday that a sum of 561, 470 new shares of the company hold been issued based on share subscriptions under its 2003 option rights plan.",neutral
UPM - Kymmene exist working tight with it shipping agents to foreshorten fuel consumption and nursery gasoline emissions.,positive
"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .",positive
Net profit fell by well nigh half to + Ã¢ little phoebe. five million from + Ã¢ 9. four one thousand thousand at the end of 2007.,negative
passenger - related total revenue actually rose by 5. 8 1 % up to eur rs 460. 8 cu mn from eur â¹ 438. 5 mn allocation in june 2009.,positive
"Garmin fell 4.5 per cent to $34.53 at 1: 33pm in New York, while Google slipped 0.7 per cent to $576.50.",neutral
"The edges of the plates that come into contact with the tape are provided with a seal that protrudes towards the middle area of the plate and means are provided to apply and maintain a pressure in the volume defined by the plate, the tape and the seal. """,neutral
"Ethanol would live made from barley, and output could begin in 2008.",neutral
A scheduled closing date has not been set.,neutral
"Higher bit rates for outgoing traffic improves the end-user experience of mobile broadband services such as video conferencing , file sharing and sending e-mails with attachments .",positive
"business process, technology, risk management, base engineering service quality maintenance into forest service will be consolidated beside vantaa, northern finland.",neutral
The term of the transactions remain unrevealed.,neutral
"Budapest, August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its works in Pecs S Hungary at the remnant of September because of falling ordering, communication theater director for Elcoteq ' s local social unit, Zoltan Krippl state MTI on Mon.",negative
The share of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also increased in July.,positive
The manufacture will begin in Pietarsaari in the beginning of the twelvemonth 2009 and the delivery leave take place in October 2009.,neutral
"Nevertheless, the growth can not make up give up to ruin the print paper, which continues to personify Sanoma Word ' main medium.",neutral
liquid energy shot contains packed in a 12 - gallon glass with a screw card.,neutral
"UPM said the move will reduce net income by $385 million in the second quarter, mainly due to impairments.",negative
"Metso Foundries Jyvaskyla Oy will discontinue production on this line by 30 September 2008 , the company said .",neutral
Scanfil holdings include 100 % of contract electronics manufacturer Scanfil EMS Group .,neutral
Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,negative
The caller may at any time have in it possession one tenth of all it shares at the utmost.,neutral
reuters report also said that it helped lower the price on development expenditure to about one billion compared with last quarter.,neutral
"During the negotiations, there was a reduction of 21 people through natural dismissal or termination of fixed-term contracts.",neutral
finally in february the elcoteq group sell its st anna petersburg campaign installation; yet according contrary to unconfirmed media information the reason could have still been supply list problems only because of such the failing russian customs serving.,negative
heat grew to 65. 04 Â°c from 0. 01 utc.,positive
"itg's proposed share price in making the bank deal is now estimated at some us 500, 79 000 euro $ 627, 000.",neutral
additionally the group now aims to increase its global net sales and with comparable operating profit in early 2006.,positive
"ALEXANDRIA, Va., May 23 -- Matti Harkonen and Pentti Sipponen, both from Espoo, Finland, Osmo Suovaniemi from Helsinki, Finland, and Tapani Tiusanen from Vantaa, Finland, have developed a web press.",neutral
"new assistant across the board of visitors, mr chaim barak, will give a speech and presentation here.",neutral
"HUHTAMAKI OYJ STOCK Exchange RELEASE, 16.9.2008 Huhtamakis Capital Markets Day for institutional investors and analysts will take place in Espoo on 16 September 2008 at 13: 32 Finnish time.",neutral
"Lead production , in turn , should increase to 60,000 tonnes through 2009 in what would be a twofold increase from current capacity levels , Zahariev said .",positive
The site covers six hectares.,neutral
` without separating multiple businesses we can be able to effectively expand and develop tapro phone enterprises.,positive
"According to the Finnish insurance companies Tapiola, Local Insurance Group (L + Ãhivakuutus) and Pohjola, the two violent storms in late July and early August 2010, which felled trees in Finland, accelerated the sale of forest insurance.",positive
"2009 trio February 2010 - Suomi - based blade maker Rautaruukki Oyj (hela: RTRKS ), or Ruukki, said today information technology slipped to a larger - than - expected pretax loss of EUR46m in the 4th quarter of 2009 from a year - earlier profit of EUR45m.",negative
"argentine state agricultural export company calafate holding has previously tapped compatriot loan firm usc finnegans college for a free software payment solution, the latter company said of in a statement.",neutral
The deal includes an option for Cramo to grease one's palms out the minority stakes in 2011.,neutral
"The new system, which includes 60 Motorola MC3090 PDAs and will be used by 60 Poundstretcher employees in three shifts, will integrate in real time with the company's existing warehouse management system, Aldata G.O.L.D Stock, which went live in May 2008.",neutral
Finnair ' s total dealings diminish by viii. seven% in term of revenue rider kilometres.,negative
"wins 98 % acceptance 23 December 2009 - Finnish industrial machinery company Metso Oyj ( HEL : MEO1V ) said today it will complete its takeover offer for textile company Tamfelt Oyj Abp ( HEL : TAFKS ) , after acquiring 98 % of its shares and votes .",neutral
"Finnish real estate company Sponda Oyj said on April 11 , 2008 it would build Vuosaari Harbour Service Center at the Port of Helsinki .",neutral
"Dubai Nokia has announced the launch of `` Comes with Music '' , its ground-breaking service which introduces a new way for people to enjoy music .",positive
"the mass personnel reduction work will then be entirely carried out directly in an anjalankoski, north hollola, southeast jyvaskyla, jarvenpaa, north karhula, turku central and valkeakoski units.",negative
"""Our extensive cooperation will also strengthen SysOpen Digia's position in the domestic operator market,"" adds Kallioranta.",positive
"n'd oldest - known processes are bavelloni, in pre - existing machines and tools, tamglass and bolt, in automated inspection machines or albat + wirsam consumer software solutions.",neutral
"notably finnish it management consultancy satama interactive interactive oyj initially posted a net profit of 1. 4 mln euro $ but 2. 0 mln for selling the record first full nine months of 2007, compared to a net net loss of 462, 000 euro $ but 664, 000 for the same period of 2006.",positive
"incap corporation canadian stock exchange announcement 29 1 april 2010 at approximately 1 p p. m. invitation to a news conference on incap's interim office report 3 q1 - 2010 incap will only publish its interim final report for january - march 2010 on each wednesday, 5 in may 2010.",neutral
"the port mines'throughput is 420, 000 teus for 48. 5 000 tons of raw ore.",neutral
"September 15, 2010 - Finnish electrical components manufacturer Salcomp Oyj (HEL: SAL1V) today announced the launch of its latest twist charging platform.",neutral
"For the full year 2009, the Company reaffirm its approximation of $ xciii. 9 trillion in revenue include in its interim reputation dated August 5, 2009, downward $ 137. 3 meg from the prior year.",negative
"deliveries reportedly planned start later for 2021, and the deliveries will increase in five years 2011 - 2012.",neutral
"in confirming a general sensitive release advisory, the german ntsb had sound out that soon after subsequent testing, ` ` the train spotting steering system intermittently once more betray. ' '",negative
"Includes company and blade share datum by category, as well as dispersion communication channel data.",neutral
"Nokia said that it next multiplication mobile gaming political program take a leak it prosperous for people to encounter, buy, maneuver and share rich and immersive game on a range of Nokia devices.",neutral
"finnish government of + _ 21 reports projected profit activity usd 2. 2 kmÂ² in the 3rd half of 2010, down from eur 6. 3 mn in every corresponding period of 2009.",negative
The fair value of the company 's investment properties went down to EUR 2.768 billion at the end of 2009 from EUR 2.916 billion a year earlier .,negative
"CapMan said the deal 's effect on its cash flow for 2009 totals EUR3 .4 m , but the transaction would not affect its financial results for 2009 as it was executed at fair value .",neutral
"LONDON AFX - Share in Rautaruukki Corp have been upgrade to ` bear ' from ` sell ' by ABN Amro, with the price objective raised to twenty five. lxxv eur from xiv. 5, tell dealers.",positive
"Profit before taxes was EUR 5.4 mn , up from EUR 3.6 mn a year earlier .",positive
"upm is already the biggest producer of magazine paper in central europe, already with annually a market share of of over 30 billion pct, according and if it is likely to say that prices in the segment market were at best flat rate during the quarter, analysts said.",neutral
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",positive
A tinyurl link takes users to a scamming site promising that users can earn thousands of dollars by becoming a Google ( NASDAQ : GOOG ) Cash advertiser .,negative
a software catalog into telephone channels including super - hspa and wi - internet provides consumers high speed access to the internet.,neutral
typical customers typically seek an ability to integrated software and gear packages from one source.,neutral
"start in 2007 talentum will disclose three recent interim reports - q1 ( in january - march ) on friday, beginning 27 april, 2007 - and q2 ( april - june ) on first friday, latest 20 july, 2007 - or q3 ( july - september ) quarterly on last friday, 26 october, 2007.",neutral
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .",neutral
The low capacity utilisation rate in steel production substantially increase the fixed cost per whole of sword produced.,negative
"metso oyj said it swiftly transferred its spreader roll manufacturing business minus packaging assets in the town ki sandy, southern finland, to a group of finnish manufacturers, who now operate another subsidiary under the name of finbow oy.",neutral
"production facilities 26 july 2010 - finnish investment group neomarkka foods ( code : bp ) said they indicated it might buy the former production facilities with kuitu finland ltd, as part of negotiations on the option to invest in specialty bulk fibre business.",neutral
Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .,neutral
the union filed a security involving ember company ' usss ember assignment policy.,negative
The StoneGate UTM solution offers protection against inbound and outbound attacks .,positive
by finding those challenges in the oil color production along the north shore creates scale formation and can weaken pipelines and halt production.,negative
"QPR let an set up outside client base, spread concluded 70 countries in 2009, and a variety of organization including bank, manufacturing companies, service companies and government authorities.",neutral
The order was valued at over EUR15m .,neutral
"Under Finnish law, Parliament grant licences to ramp up atomic power plant.",neutral
"The turnover of the clothing retail chain Sepp + Ãl + Ã increased by 8% to 155.2 million euros, and the operating profit increased from 17.1 million euros in 2004 to 31.1 million euros.",positive
LONDON AFX - Fortum says it has agreed to sell its industrial maintenance business for an undisclosed sum to funds managed by CapMan.,neutral
Figure of Society in which holdings have be acquired: Citycon Oyj 2.,neutral
These half a dozen agreement are the ship's company ' s for the first time customer acquisitions in India since taking over TVS Electronics ' contract bridge manufacturing deftness in Jun 2007.,neutral
it claims they collaborated in gather macro - economic perspective to depict how malaysia is doing.,neutral
"demonstrations of three logical principles of the ibm business suite may be organized during the 2013 world congress in stockholm, from april 12th to 18th.",neutral
"corporate product group included harvesters, forwarders, harvester cranes, as well domestic cranes shipping containers.",neutral
"HELSINKI Thomson Financial - Shares close little change, with Cargotec and Huhtamaki omit sharply on disappointing second - quarter reports.",negative
"body es vostok also controls stakes in power sales holding europa ( rts : mssb ) ( 19. 9 % ), altaienergosbyt ( 50 % ), asa ( rts : sare ) body ( 48. 36 % ) and tambov power sales consulting ( rts : rb ) ( 49. 01 % ), all ofbodywhich it does except the distribution balance.",neutral
"clothing retail group sepp + swiss + Ã¦'marketing revenue stabilized by 8 % at eur 155. 2 cm, and operating profit rose to eur 31. 1 mn versus eur 123. 1 mn by 2004.",positive
The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .,neutral
the original nhl contract was only signed last this summer.,neutral
"Myllykoski, with one composition plant in Finland, one in the usa and three in Federal republic of germany, had tax revenue of EUR286m in the foremost one half of 2010 and an operating loss of EUR12m, Reuters say.",negative
"outotec's scope of equipment delivery expertise includes general design, basic mechanical engineering and ready supply of 3d proprietary equipment for a sinter energy plant with collectively a grate area of 496 trillion square cubic meters.",neutral
Kauko-Telko's centralised administration will be dissolved and parts of it transferred to operational activities and group administration by the end of the year.,neutral
"Suominen Corporation estimates that the cost-cutting program initiated in the fall of 2005, higher sales prices and expected volume growth in wet wipes will make the company more profitable.",positive
the sales sales uk healthcare trade business in 2009 were around 145. 1 million eur 117. 2 million and operating profit eur 136. 8 hundred euro 122. 9 euros.,neutral
"fiskars chalmers is also engaged in managing the increased global supply of various marine and renewable energy equipment solutions programs and services through its associated shipbuilding company, royal wartsila marine corporation.",neutral
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral
then the grand objective of founding the st. petersburg office is among first to boost on the company's high maintenance business.,neutral
Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,positive
"When this investment is in place , Atria plans to expand into the Moscow market .",neutral
"Thanks to the multiplication effect of wagon performance, transport is much more efficient, ""says Head of Development Juha Malkia from VR Cargo.",positive
"However , the broker gave an `` outperform '' recommendation on the stock .",positive
"currently, singapore is to implement a benchmark, 10 yen fixed rate deal for singapore.",neutral
"Componenta has production lines for similar - sized products at Karkkila in Finland, at Weert in the Netherlands and at Orhangazi in Turkey, and these have a combined output of approximately 100, 000 tonnes and last sales of EUR one hundred thirty five million in 2007.",neutral
"mobile financial solutions company basware corporation ( omx helsinki bas1v ) signed 7 fridays ( 23 june ) that it will deliver a pure invoice automation solution to a large software engineering, contracting and financial services organization.",positive
"through providing managed services, he takes steps towards building, operating hardware maintaining as well as optimising his entire 3g spectrum.",neutral
"The vitamin e - commerce site and flagship testament be managed by Marimekko Compass north America Retail LLC, a subsidiary institute in the Uranium. S. lowest year.",neutral
UPM ' s heading is to secure Botnia ' s strategical development and investment.,neutral
Financial terms were not disclosed.,neutral
"October 29, 2009 - Finnish software and hardware developer Elektrobit Oyj HEL: EBG1V, or EB, today announced that its net loss for the first nine months of 2009 decreased to â¬2.8 million from â¬35.6 million in the same period last year.",positive
"However, order intake in the reportage period fell by 17 percent from EUR 213 meg in the 2d tail of 2010.",negative
Return on capital employed rose by 4.8 percentage points to 19.6 % .,positive
"legal country :, switzerland sector : pharmaceuticals target : synosia therapeutics holding ag buyer : healthcare biotie therapies wholesale corp deal total size added in usd : the 129. 4 ft m type : corporate acquisition deal financing : all - common stock status : mostly closed",neutral
"the newly - completed allure anchored western seas and its identical transit ship, sovereign of caribbean waters, which was aboard last night anchored all world's largest cruise ships.",neutral
The announcement come two weeks before a key licensing agreement drop dead between between the two companies which are embroil in a disagreement over royalty requital for Tx Instrument microchip which utilize Qualcomm - patent technology.,negative
"dirk allen jones, the head of financial services institutions client through sales personnel management, formerly gts, citigroup, inc, said, ` we citi is extremely pleased to be formally providing our global custody services to this pohjola group bank.",positive
"also as a condition to terminate the deal, gm savcor alfa romeo has to have bought photonium and ceased akseli lahtinen media inc.'s business business services operations just prior to the original deal.",neutral
"Of course, you have direct access to Nokia's Ovi store, so you'll have a lot of fun downloading your favorite media.",neutral
"according of schmardin, diet manufacturers most likely try to win revenge over their other dietary supplement providers.",positive
"in volume, fiat family is already outside europe, as 80 % majority their brewery's products are made in poland and neighbouring baltic regions.",neutral
"Strong brand visibility nationally and regionally is of chief importance in home plate sales, fomite and consumer advertizement.",neutral
Operating net meliorate by 27% to EUR 579. 8 mn from EUR 457. 2 manganese in 2006.,positive
"both operating profit and net sales for the revised six - month period increased, respectively both from eur0. 84 4 m downward and from eur3. 2 billion m, respectively as they compared to the same corresponding growth period in 2005.",positive
The uranium found topically be naturally occurring and it spend a penny sense to take out information technology in the like way as we perform with our early metals. ' ',neutral
"In connection with the deal, Digia will employ 19 Nokia employees in Oslo and Silicon Valley in the US.",neutral
"Among the Scandinavian companies present in St. Petersburg, the Swedish conglomerate NCC is mentioned, which carries out projects in the fields of asphalt production, road construction and housing construction (Swedish crown project).",neutral
"The project facility, estimated to be around $ 814 million, would be the largest biodiesel plant life in the world, and use palm oil certified by the Round table on Sustainable Palm Rock oil (RSPO ).",positive
"In total , more than 3000 surveillance cameras will be handled and managed according to a variety of needs , the company said .",neutral
This amount will not cost include in the pensionable salary.,neutral
Finland's dominant rail company VR plans to put infected passengers in a separate carriage for the long haul.,neutral
"The above-mentioned shareholders have announced that they will propose to the Annual General Meeting that the number of members of the Board of Directors should be five and that in addition to the current members of the Board of Directors, Mr. Lassi Noponen will also be elected to the Board of Directors.",neutral
"Finnish electronics contract manufacturer Scanfil reports net sale of EUR 241. ii gopher state in 2006, downward from EUR 321. 6 mn in 2005.",negative
Korhonen was dismissed from her post as editor-in-chief of the group newspaper Lapin Kansa in December 2008.,negative
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE waiver OCTOBER 14, 2008 at 2: xlv PM The Company updates it entire - twelvemonth outlook and approximate that its full - year results will stay at a loss.",negative
Rautalinko was also responsible for mobility services and his role in this area will be continued by Marek Hintze.,neutral
"nokia said that with its future next generation mobile gaming platform makes it easy practice for business people abroad to easily find, buy, play and share both rich and immersive video games played on a range of various nokia devices.",neutral
7 march 1998 - finnish it consulting ltd oyj hel : nokia begins today an alliance with windows - phone manufacturer nokia oyj hel : nok1v to acquire the commercial licensing and service business related to bt's qt platform.,positive
the epa diesel margin score has always remained high.,positive
the shipping company expects as its net sales in only the first half of fall 2008 to reach to the previous leap year's million level.,positive
"3 jan. 2016 6 - - texas ford holdings is losing struggling stocks in the face opposite of slowing for truck and bus suv sales and a surfeit of rare up - to - date, gotta - have cars.",negative
through this transaction and we are still able now to financially participate in developing the industry.,positive
the energy sector accounted for another approximately 33 % and even the steel construction industry for about all 57 % of entire the world transportation traffic volume.,neutral
and finnish federal civil aviation administration decided then to temporarily reopen finnish capital'as s busy helsinki passenger airport operations since 3 p. m. mondays to 11 p. m. monday approximately local daylight time.,neutral
"our strong lobbying campaigns - esl shipping, leipurin, omega and mini - dedicated stores give responsible industry leaders defending their sectors.",positive
an appeal concerning their claim has recently lodged at royal czech ministry of forest environment.,neutral
protalix fungus containing genetically engineered eggs inside plant cells.,neutral
The long - terminus contract constitute orbicular.,positive
"Compared with the FTSE 100 index, which gained 36.7 points (or 0.6%) that day, this was a relative price change of -0.2%.",negative
"Via the accord, Ramirent will expand the grasp of equipment and service information technology delivers to Destia, Ramirent Republic of finland ' atomic number 16 managing director Kari Aulasmaa, said.",positive
"In the Baltics, the merger of the business sector of the deuce personify have a bun in the oven to be completed in early 2008.",neutral
during finland's government poyry energy has won a contract both to partly advise builders of a new cogeneration nuclear power plant in lithuania'and s then second - southern biggest city north of kaunas and to supervise the final construction process.,positive
"dependent on demographics with iceland, some 20 % people expressed a willingness to move to the new location.",neutral
"As sooner report, Nokian Tyres is build a plant in the townsfolk of Vsevolozhsk in Russia ' s Leningrad Region with an one year production electrical capacity of 4 million tyre.",neutral
The carrier said its Area travel agency is to sell most of its outlets to sister chain Suomen Matkatoimisto (SMT)and use its remaining bricks-and-mortar presence to primarily target business customers going forward .,neutral
"The company still expects it turnover in 2010 to slimly increase from the level of 2009, add that ` ` market predictability is nevertheless too wretched for trustworthy forecast on the market development of the contract bridge manufacturing business during the current year ' '.",positive
"return total investment was 10. 6 %, compared to only marginal 4. 1 % in 2001.",positive
Full-year operating result for 2008 was 3.6 million negative .,negative
"RFID (Radio Frequency Identification) is a method of so-called intelligent transport, in which information can be read and stored remotely.",neutral
the plan is reportedly estimated to generate investor some approximately eur 12 5 million ( worth usd 6. 5 ac m ) annual in cost level savings on an annual basis.,positive
daniel and alonso explained yesterday that everybody would become welcome to manage our new company.,positive
"intent to also prove the efficiency of the china mobile support system, rod baber, originally an english climber, climbed in to secure the mount everest 1966 summit race and successfully made four calls.",positive
"the earnings per share obtained for the next quarter were also higher year - on - year figures at 0. 33 million eur itself versus only 0. 27, equal and above market expectations achieved of just 0. 28 eur.",positive
